SRR10551657_1_trimmed_Aligned.sortedByCoord.out.bam	SRR10551658_1_trimmed_Aligned.sortedByCoord.out.bam	SRR10551659_1_trimmed_Aligned.sortedByCoord.out.bam	SRR10551660_trimmed_Aligned.sortedByCoord.out.bam	SRR10551661_trimmed_Aligned.sortedByCoord.out.bam	SRR10551662_trimmed_Aligned.sortedByCoord.out.bam	SRR10551663_1_trimmed_Aligned.sortedByCoord.out.bam	SRR10551664_1_trimmed_Aligned.sortedByCoord.out.bam	SRR10551665_1_trimmed_Aligned.sortedByCoord.out.bam
YKR066C	283	197	222	172	283	136	479	503	410
YKR067W	400	291	351	200	271	116	192	227	230
YKR068C	106	60	67	139	122	88	89	131	130
YKR069W	365	290	353	108	112	71	57	60	55
YKR070W	25	16	16	83	68	59	78	108	105
YKR071C	931	646	692	953	1142	377	384	483	449
YKR072C	228	157	191	139	221	58	171	223	191
YKR073C	5	4	3	1	2	1	3	4	4
YNCK0021W	13	8	11	10	5	8	15	14	13
YKR074W	85	53	81	120	120	67	42	63	66
YKR075C	965	729	736	128	168	71	86	111	114
YKR076W	490	270	349	807	584	484	139	173	144
YKR077W	64	45	55	132	108	56	28	35	39
YKR078W	37	30	28	60	68	5	39	65	63
YKR079C	38	30	21	86	61	27	33	55	43
YKR080W	121	83	83	298	199	132	74	99	103
YKR081C	89	57	61	161	102	55	50	75	86
YKR082W	87	55	59	210	109	85	108	137	149
YKR083C	53	36	21	46	56	11	6	7	16
YKR084C	77	37	42	169	116	97	113	115	116
YKR085C	170	105	102	146	204	87	38	62	58
YKR086W	82	58	58	145	123	63	129	121	124
YKR087C	53	36	32	78	68	38	64	79	75
YKR088C	49	44	34	100	67	97	127	121	103
YKR089C	223	159	174	178	127	92	245	259	249
YKR090W	47	26	24	52	59	34	50	50	44
YKR091W	44	32	45	38	36	29	32	38	32
YKR092C	63	39	39	53	64	13	31	41	34
YKR093W	332	227	257	768	610	528	1402	1394	1297
YKR094C	616	329	331	1038	763	434	269	328	378
YKR095W	1310	924	1013	667	1527	80	367	466	595
YKR095W-A	30	21	22	40	49	15	15	10	17
YKR096W	268	158	216	286	260	145	374	466	475
YKR097W	538	269	335	1403	1029	627	22	31	26
YKR098C	74	56	68	33	47	14	67	81	81
YKR099W	115	73	70	116	99	30	134	143	172
YKR100C	378	274	242	233	263	70	242	307	308
YKR101W	68	41	58	117	113	35	77	107	114
YKR102W	38	33	20	35	47	24	101	111	117
YKR103W	41	30	22	72	62	48	86	97	86
YKR104W	6	12	4	24	31	16	23	31	41
YKR105C	13	12	9	47	39	31	32	46	49
YKR106W	7	9	6	0	11	0	2	7	2
YLL067C	169	100	126	108	158	83	441	485	464
YLL066W-B	3	4	6	1	2	0	4	2	2
YLL066C	207	133	183	125	179	89	512	561	542
YLL064C	26	7	16	7	10	2	22	15	13
YLL063C	1	1	0	0	2	0	1	2	2
YLL062C	93	69	80	94	94	38	21	25	19
YLL061W	90	69	92	126	110	71	66	89	52
YLL060C	29	24	22	287	206	175	80	118	85
YLL058W	69	54	62	106	112	77	165	192	158
YLL057C	32	30	35	14	18	13	14	24	15
YLL056C	218	123	159	265	257	163	139	155	166
YLL055W	986	680	699	601	805	332	485	564	481
YLL054C	37	47	38	148	85	66	79	109	95
YLL053C	59	32	44	9	17	12	9	18	7
YLL052C	20	14	19	7	6	8	10	14	13
YLL051C	41	33	39	90	56	69	91	125	95
YLL050C	763	431	491	904	833	342	358	480	481
YLL049W	60	44	53	73	59	40	48	52	61
YLL048C	617	469	549	675	483	378	599	639	631
YLL046C	99	94	109	21	41	9	15	13	10
YLL045C	605	299	296	1098	593	579	408	477	508
YLL043W	118	105	111	99	140	61	83	98	106
YLL042C	53	44	48	39	41	11	20	16	18
YLL041C	695	445	522	1679	1195	1052	678	766	667
YLL040C	1626	1237	1412	879	669	455	1329	1608	1489
YLL039C	4445	3194	3675	3930	2962	2730	3376	3832	3721
YLL038C	25	23	39	58	37	34	56	79	66
YLL036C	63	42	52	92	84	59	67	88	87
YLL035W	48	19	13	58	59	27	27	35	35
YLL034C	59	35	43	116	71	45	29	44	34
YLL033W	40	20	19	31	16	12	19	20	19
YLL032C	86	66	59	94	97	32	67	90	72
YLL031C	99	70	60	235	108	122	236	253	318
YLL030C	4	6	3	0	10	0	0	0	1
YLL029W	673	493	590	453	507	228	412	524	408
YLL028W	1032	694	936	731	687	479	818	878	800
YLL027W	541	391	422	397	460	215	228	229	239
YLL026W	15527	12322	13837	2580	3752	1082	1364	1782	1719
YNCL0001W	8	4	4	3	4	5	0	2	3
YLL025W	6	5	5	1	12	1	10	10	14
YLL024C	4784	3452	3870	5000	3951	2895	2604	3113	2727
YLL023C	228	199	223	104	142	68	166	153	135
YLL022C	35	28	29	63	45	51	46	61	62
YLL021W	285	204	209	258	325	83	175	220	227
YLL019C	722	614	685	574	585	314	780	805	808
YLL018C-A	24	9	11	33	21	21	26	34	32
YLL018C	611	434	497	485	361	288	250	282	325
YLL017W	9	6	14	6	6	6	10	13	17
YLL016W	89	77	69	90	93	50	181	232	204
YLL015W	190	110	139	483	294	296	343	375	381
YLL014W	72	61	75	101	110	73	66	86	76
YLL013C	375	271	292	198	264	84	234	286	267
YLL012W	68	56	73	35	50	21	138	131	132
YLL011W	76	36	41	109	80	41	26	31	34
YLL010C	77	63	55	34	45	25	50	58	59
YLL009C	1378	1160	1320	724	1273	150	93	134	194
YLL008W	150	83	99	121	135	34	75	100	87
YLL007C	54	48	49	104	75	58	69	68	78
YLL006W-A	7	8	7	6	0	9	2	0	3
YLL006W	73	72	80	134	79	100	70	109	110
YLL005C	105	88	94	160	178	57	151	168	171
YLL004W	38	23	25	56	38	16	29	35	30
YLL003W	96	66	80	137	143	56	139	165	191
YLL002W	30	25	21	24	20	12	14	15	10
YLL001W	218	166	192	262	240	145	129	168	161
YLR001C	165	118	155	251	200	119	301	394	385
YLR002C	55	51	39	132	77	36	64	87	88
YLR003C	116	72	59	85	106	16	40	60	73
YLR004C	52	32	41	36	33	26	271	306	276
YLR005W	117	69	72	217	146	123	341	390	445
YLR006C	140	116	164	144	125	91	136	140	179
YLR007W	121	87	99	114	85	54	156	206	206
YLR008C	58	34	30	94	95	46	23	33	30
YLR009W	123	83	84	184	174	42	36	47	55
YLR010C	22	16	15	31	31	20	13	21	27
YNCL0002C	17	17	27	5	8	10	10	6	4
YLR011W	13	10	13	50	29	19	22	25	19
YLR012C	0	1	5	5	1	0	0	2	1
YLR013W	2	0	2	2	2	0	0	2	0
YLR014C	55	38	72	99	71	75	94	88	99
YLR015W	55	44	54	124	96	42	71	80	105
YLR016C	50	26	35	84	54	49	49	50	44
YLR017W	71	44	59	123	91	52	74	77	56
YLR018C	85	54	59	85	87	48	40	57	54
YLR019W	232	166	235	156	159	99	191	211	181
YLR020C	54	37	56	142	111	78	85	75	79
YLR021W	33	27	27	55	59	21	29	30	21
YLR022C	54	27	36	52	46	48	32	37	26
YLR023C	67	53	53	286	190	143	332	356	341
YLR024C	270	160	207	306	260	164	554	663	594
YLR025W	342	252	294	256	282	75	147	213	214
YLR026C	92	61	65	83	83	20	31	56	51
YLR027C	415	289	343	621	485	339	225	260	231
YNCL0003W	906	822	1024	675	696	1020	534	572	579
YLR028C	329	241	336	264	286	143	266	316	293
YLR029C	664	302	366	1642	1162	758	542	716	713
YLR030W	28	19	29	12	13	11	15	8	18
YLR031W	15	20	21	11	11	6	6	9	3
YLR032W	103	102	134	121	107	76	136	141	173
YLR033W	129	103	108	154	187	56	97	100	109
YLR034C	108	64	98	375	212	297	156	188	172
YLR035C	73	54	71	65	53	32	112	106	113
YNCL0004C	5	2	14	1	5	0	9	4	2
YLR035C-A	25	19	62	16	7	18	15	14	18
YLR036C	28	11	21	49	35	10	19	20	26
YLR037C	25	16	13	9	13	8	7	11	8
YLR038C	850	596	632	1764	2192	534	388	500	621
YLR039C	142	85	111	368	349	129	118	98	132
YLR040C	33	24	26	10	10	12	19	14	21
YLR042C	34	23	23	13	5	9	12	17	6
YLR043C	582	470	479	499	423	228	241	319	268
YLR044C	962	666	970	702	1066	528	3081	3233	3010
YLR045C	196	184	172	125	168	75	41	56	98
YLR046C	54	31	57	47	85	39	58	86	55
YLR047C	67	47	77	75	65	71	66	80	72
YLR048W	278	169	180	933	568	591	425	490	399
YLR049C	194	158	172	130	130	74	183	195	135
YLR050C	79	77	86	98	73	81	71	77	84
YLR051C	97	58	78	146	141	30	39	57	56
YLR052W	43	30	31	39	59	8	41	49	48
YLR053C	86	71	73	65	64	19	176	200	250
YLR054C	31	36	59	37	41	27	60	47	59
YLR055C	53	54	93	56	73	57	64	72	65
YLR056W	127	92	109	885	463	505	618	623	710
YLR057W	112	44	99	180	165	86	114	135	148
YLR058C	291	164	228	457	314	221	151	163	183
YLR059C	126	88	121	83	71	65	44	73	64
YLR060W	135	106	159	315	178	193	129	154	182
YLR061W	481	248	259	615	595	196	190	216	287
YLR063W	21	14	45	27	32	9	13	26	13
YLR064W	470	347	414	276	369	203	164	197	174
YLR065C	34	23	33	75	48	38	30	53	33
YLR066W	70	41	58	132	94	45	49	49	61
YLR067C	86	83	105	155	172	56	74	84	124
YLR068W	95	60	86	49	129	14	10	20	24
YLR069C	259	200	206	401	286	175	146	166	175
YLR070C	30	21	23	20	30	17	28	36	32
YLR071C	182	131	169	190	168	97	153	182	177
YLR072W	85	74	114	75	70	42	98	102	98
YLR073C	27	25	23	31	17	11	19	21	19
YLR074C	125	97	118	93	106	39	51	54	57
YLR075W	2050	1107	1145	4653	2563	2595	964	1205	1131
YLR077W	129	100	103	179	173	90	143	146	165
YLR078C	74	51	77	89	95	42	60	55	64
YLR079W	262	225	255	80	111	18	50	61	60
YLR080W	106	92	79	100	94	62	112	136	155
YLR081W	28	26	46	6	18	8	19	22	12
YLR082C	57	36	36	57	59	23	61	78	85
YLR083C	178	106	120	198	161	180	193	183	207
YLR084C	98	93	119	164	110	152	71	101	115
YLR085C	42	41	46	82	47	41	37	52	52
YLR086W	217	157	158	207	264	63	182	229	236
YLR087C	390	337	419	436	373	294	720	789	788
YLR088W	38	27	30	116	96	63	60	70	79
YLR089C	174	116	141	248	172	165	134	118	134
YLR090W	85	61	82	101	115	77	85	99	87
YLR091W	19	11	31	37	19	14	23	36	24
YLR092W	1165	873	1007	122	168	104	106	138	114
YLR093C	124	94	94	142	115	72	97	126	104
YLR094C	105	86	156	61	43	52	36	37	35
YLR095C	200	132	148	122	182	55	99	110	104
YLR096W	84	81	95	154	102	101	159	192	236
YLR097C	97	72	81	167	163	86	177	185	214
YLR098C	26	26	33	61	40	44	101	102	104
YLR099C	160	114	165	104	103	85	52	30	42
YLR099W-A	81	65	69	46	45	28	17	22	20
YLR100W	82	53	75	186	120	105	195	198	226
YLR102C	50	44	56	55	61	37	49	55	49
YLR103C	134	130	124	99	117	72	47	48	88
YLR104W	107	59	51	199	294	60	41	44	45
YLR105C	87	72	95	53	52	14	61	77	70
YNCL0005C	3	3	3	4	4	5	4	4	4
YLR106C	847	629	753	675	798	415	789	964	966
YLR107W	60	51	68	120	92	55	85	107	118
YNCL0006W	50	42	57	134	90	343	58	59	59
YLR108C	4910	3519	3458	2467	3074	2333	4203	3790	4545
YLR109W	881	714	914	240	360	119	336	376	385
YLR110C	9861	5518	6558	13664	10809	9328	7827	8177	7469
YLR111W	4	11	16	2	9	0	4	2	2
YLR112W	37	28	26	10	12	14	19	19	9
YLR113W	247	162	211	217	169	147	151	168	162
YNCL0007W	5	7	2	9	3	5	3	4	5
YLR114C	100	69	102	176	116	67	143	169	197
YLR115W	178	130	142	92	131	46	75	103	99
YLR116W	59	49	66	41	35	29	45	40	46
YLR117C	93	69	99	100	124	31	98	154	132
YLR118C	67	59	66	138	90	69	81	104	88
YLR119W	87	54	67	60	104	11	51	38	50
YLR120C	171	113	120	416	261	383	242	239	222
YLR121C	130	111	126	123	113	123	97	89	80
YLR122C	7	9	13	12	12	8	16	13	8
YLR125W	15	6	7	20	8	8	7	20	15
YLR126C	32	20	34	78	85	28	53	57	55
YLR127C	77	73	97	78	65	82	66	86	71
YLR128W	20	12	19	51	44	27	34	38	38
YLR129W	71	55	95	137	119	65	78	92	75
YLR130C	53	30	68	61	75	44	68	76	76
YLR131C	106	102	141	60	53	40	48	81	55
YLR132C	16	21	28	19	26	20	14	21	23
YLR133W	109	85	114	216	172	140	211	194	182
YLR134W	381	287	321	776	508	494	1249	1313	1328
YLR135W	80	40	62	74	93	26	66	60	70
YLR136C	24	22	31	70	56	31	28	19	22
YLR137W	40	23	53	29	32	17	54	61	102
YLR138W	226	183	236	274	327	104	303	362	393
YLR139C	56	45	68	35	44	23	50	50	58
YLR141W	52	47	80	21	23	36	19	20	20
YLR142W	1791	1035	1133	3374	3168	1706	4767	5703	5791
YNCL0008W	0	1	2	2	2	1	1	0	0
YLR143W	36	30	40	61	62	38	43	68	48
YLR144C	66	66	70	109	95	76	118	155	106
YLR145W	72	62	69	39	50	17	28	26	27
YLR146C	38	21	36	73	39	50	34	55	44
YLR146W-A	81	53	60	61	67	16	14	13	15
YLR147C	67	40	39	88	84	31	34	57	44
YLR148W	90	63	76	167	144	46	129	141	165
YLR149C	415	321	387	302	217	155	330	404	361
YLR150W	448	249	272	764	477	309	302	316	311
YLR151C	39	28	35	35	35	25	28	35	34
YLR152C	161	111	177	212	189	148	423	494	392
YLR153C	326	193	171	1070	452	608	801	885	882
YLR154C	67	36	57	48	60	20	16	17	30
YNCL0009C	7	9	18	1	3	2	8	5	4
YNCL0010C	6592260	4994533	6596935	3092758	3530111	5089602	4852807	4775850	5441720
YNCL0011C	135	109	195	19	75	4	25	24	21
YNCL0012C	4875088	3610937	4814103	1884012	2386193	2956732	2972430	2943251	3357971
YLR154W-C	2560983	1815652	2331073	730819	1083280	894529	1133621	1114429	1288119
YNCL0013C	3358	2471	2719	2572	2969	4513	8241	8646	8686
YNCL0014C	208126	199806	237736	250417	264300	341500	111144	106446	134807
YNCL0015C	4072	3615	4091	1836	1485	3716	5200	4881	5109
YNCL0016C	1500786	1176958	1537464	952362	873580	1780151	1755381	1712104	1935186
YNCL0017C	3909	3220	3819	3606	3594	6517	6162	6244	6243
YNCL0018W	16628	19281	33740	27921	29711	34126	2713	2177	2100
YNCL0020C	6593051	4995222	6597724	3092935	3530360	5089816	4853109	4776094	5442005
YNCL0019C	134	143	292	22	80	17	28	24	30
YNCL0021C	4875492	3611304	4814639	1884118	2386313	2956857	2972642	2943442	3358105
YLR154C-G	72654	55567	83257	51468	42885	108268	81407	79309	86816
YNCL0022C	3360	2485	2725	2575	2968	4519	8242	8641	8689
YNCL0023C	208123	199793	237717	250400	264296	341488	111144	106445	134803
YNCL0024C	4085	3640	4134	1843	1492	3728	5207	4878	5118
YNCL0025C	1501153	1177221	1537587	952432	873695	1780222	1755451	1712159	1935322
YNCL0026C	3914	3220	3819	3610	3605	6517	6173	6247	6239
YNCL0027W	16555	19189	33520	27906	29673	34083	2700	2170	2073
YLR154C-H	16552	19186	33509	27907	29672	34083	2700	2170	2073
YLR155C	10	25	42	8	4	18	9	13	8
YLR156W	6	15	32	3	5	3	2	6	7
YNCL0028W	16540	19168	33482	27892	29653	34075	2696	2165	2068
YLR156C-A	16540	19167	33478	27894	29652	34076	2696	2165	2068
YLR157C	8	25	35	8	2	14	7	12	7
YLR157W-D	1	0	0	2	0	1	1	2	0
YLR157C-B	137	122	350	49	56	62	100	71	128
YLR157C-A	17	13	38	3	7	4	4	1	16
YLR157W-E	5	15	31	1	5	2	0	4	7
YNCL0029W	16529	19167	33462	27880	29646	34065	2694	2161	2068
YLR157C-C	16529	19166	33461	27880	29645	34064	2694	2161	2068
YLR158C	6	25	23	8	0	10	2	5	4
YLR159W	5	14	31	3	5	2	0	6	7
YNCL0030W	16529	19165	33456	27878	29645	34064	2694	2161	2066
YLR159C-A	16529	19164	33456	27878	29644	34063	2694	2161	2066
YLR160C	6	25	23	8	0	10	2	5	4
YLR161W	5	15	31	3	5	2	0	6	7
YNCL0031W	16530	19182	33479	27889	29650	34071	2693	2162	2073
YLR162W	19248	15163	20044	10610	15023	17158	12343	13097	13694
YLR162W-A	20317	15377	20538	10176	10721	19357	20701	20951	23272
YLR163C	238	184	256	282	217	167	234	276	253
YLR164W	22	25	38	24	16	27	139	164	164
YLR165C	65	37	47	72	54	9	33	44	36
YLR166C	152	172	688	194	122	65	154	193	210
YLR167W	1936	1101	1033	2303	1440	1350	663	854	908
YLR168C	498	402	505	851	1048	332	177	212	263
YLR170C	100	51	60	183	172	71	85	116	156
YLR172C	100	69	84	166	138	116	115	90	104
YLR173W	51	53	105	54	61	58	102	108	114
YLR174W	273	223	248	713	417	520	100	98	91
YLR175W	343	342	494	229	426	177	147	137	148
YLR176C	166	129	203	75	88	44	75	84	74
YLR177W	479	379	469	170	215	134	286	315	254
YLR178C	1871	1383	1726	198	321	148	722	844	769
YLR179C	363	256	350	404	317	251	169	195	214
YLR180W	125	101	153	128	111	102	63	71	70
YLR181C	91	75	69	96	92	25	62	70	83
YLR182W	178	180	184	193	195	91	116	134	163
YLR183C	46	32	49	68	43	25	12	27	45
YLR185W	723	412	437	782	637	292	248	279	273
YLR186W	51	29	42	102	61	42	32	49	50
YLR187W	240	198	242	112	177	89	123	126	149
YLR188W	79	45	72	161	108	177	151	171	189
YLR189C	471	349	404	372	378	206	567	716	689
YLR190W	364	238	246	176	156	108	100	115	124
YLR191W	60	44	66	82	84	35	68	71	62
YLR192C	297	185	242	164	193	92	83	111	116
YLR193C	182	172	215	83	147	41	44	49	51
YLR194C	139	105	158	129	110	122	47	49	61
YLR195C	126	78	90	268	185	130	108	156	144
YLR196W	128	125	152	153	136	53	69	79	83
YLR197W	270	152	168	211	273	47	83	88	93
YLR199C	68	41	64	123	88	48	61	67	64
YLR200W	49	47	41	60	86	10	17	17	23
YLR201C	213	182	233	163	161	74	134	111	123
YLR203C	375	282	371	325	323	200	201	204	195
YLR204W	384	351	388	197	274	108	115	151	147
YLR205C	101	79	127	57	56	22	58	65	55
YLR206W	361	268	346	277	326	120	299	331	356
YLR207W	117	135	200	138	110	106	225	244	267
YLR208W	207	112	146	222	204	97	125	148	163
YLR209C	137	166	195	118	95	135	128	124	137
YLR210W	53	45	48	49	44	31	38	50	43
YLR211C	46	38	46	56	87	15	42	45	38
YLR212C	48	23	43	83	40	48	28	28	18
YLR213C	93	110	185	15	42	21	36	34	32
YLR214W	44	48	58	80	63	55	114	151	141
YLR215C	69	37	66	71	78	52	81	90	78
YLR216C	466	375	456	476	615	195	63	94	86
YLR218C	258	270	324	112	125	70	42	46	55
YLR219W	362	352	474	171	227	145	154	193	182
YLR220W	148	109	121	249	179	162	277	291	242
YLR221C	58	47	68	113	123	24	36	50	60
YLR222C	206	227	255	130	82	77	55	66	82
YLR223C	649	546	632	294	665	98	327	399	385
YLR224W	72	54	77	143	133	79	131	134	151
YLR225C	275	206	246	265	209	98	153	175	191
YLR226W	93	77	111	108	139	44	80	57	91
YLR227C	93	78	95	108	135	50	67	122	119
YNCL0032C	3	2	2	4	0	2	0	3	4
YLR227W-B	154	177	294	65	59	72	83	60	79
YLR227W-A	44	62	76	14	17	24	27	12	15
YLR228C	60	66	103	69	44	39	72	81	120
YLR229C	189	128	135	238	158	165	217	223	221
YNCL0033C	18	11	10	14	18	23	7	7	7
YLR231C	44	45	110	42	34	50	159	148	173
YLR233C	54	38	62	63	56	47	65	83	85
YLR234W	69	81	189	31	34	44	60	41	73
YLR236C	15	16	31	14	21	7	20	14	12
YLR237W	145	117	175	167	115	87	356	375	361
YLR238W	102	89	110	68	116	43	42	44	64
YLR239C	34	53	79	54	43	30	45	55	50
YLR240W	104	100	154	148	127	121	208	210	205
YLR241W	148	127	170	289	200	229	275	261	240
YLR242C	31	14	29	30	28	12	30	40	25
YLR243W	125	69	84	72	95	43	64	60	52
YLR244C	286	223	250	243	278	153	255	236	244
YLR245C	13	19	37	40	12	20	23	21	23
YLR246W	403	390	499	243	233	197	240	298	323
YNCL0034W	8	9	2	0	2	2	4	3	2
YLR247C	685	552	649	461	475	236	522	672	663
YLR248W	784	549	713	676	616	351	691	738	748
YLR249W	1273	793	905	3934	1746	2710	3708	3907	3333
YLR250W	140	94	98	274	230	148	108	108	144
YLR251W	39	36	48	72	58	52	81	106	70
YLR253W	124	85	126	183	141	105	161	154	162
YLR254C	136	94	151	101	149	16	87	117	131
YLR255C	18	16	15	9	8	3	13	19	8
YLR256W	412	355	520	370	341	278	758	883	741
YLR256W-A	45	63	76	14	17	24	27	14	16
YNCL0035C	10	9	18	7	4	2	4	2	3
YLR257W	640	415	518	483	530	281	1229	1624	1550
YLR258W	1130	892	1013	414	400	241	453	503	469
YLR259C	1015	746	966	1144	1048	748	436	473	423
YLR260W	321	244	293	212	218	144	181	152	208
YLR261C	37	29	33	63	59	11	21	31	25
YLR262C	53	43	41	102	94	25	30	53	55
YLR262C-A	398	318	362	306	236	94	76	107	151
YLR263W	108	82	145	49	80	41	62	68	53
YLR264W	56	44	40	205	104	57	30	46	31
YLR264C-A	172	120	166	148	178	51	53	54	47
YLR265C	20	26	43	12	24	9	19	16	22
YLR266C	38	46	53	80	75	62	66	87	84
YLR267W	26	40	83	26	26	25	44	26	48
YLR268W	65	59	71	124	94	71	67	108	104
YLR270W	846	623	692	288	301	142	401	413	410
YLR271W	86	70	64	41	85	23	46	57	75
YLR272C	165	173	608	130	112	89	67	82	95
YNCL0036C	8	4	7	4	4	1	3	1	6
YLR273C	55	49	58	87	70	30	69	79	67
YLR274W	207	192	308	184	141	136	117	136	136
YLR275W	30	20	24	67	45	20	21	25	30
YLR276C	191	156	230	170	185	40	60	82	82
YLR277C	98	90	136	91	112	49	55	62	88
YLR278C	271	185	303	306	277	151	430	454	480
YLR281C	20	19	68	19	8	12	20	14	12
YLR283W	85	85	84	129	96	75	66	90	104
YLR284C	33	47	49	54	59	36	56	115	78
YLR285W	56	32	48	144	107	58	67	62	89
YLR285C-A	157	102	107	43	61	12	32	29	34
YLR286C	766	646	710	1385	1037	623	540	471	503
YLR287C	24	30	24	103	50	42	32	43	53
YLR287C-A	2204	1254	1393	2019	1939	617	440	644	803
YLR288C	60	46	61	76	74	46	72	87	104
YLR289W	92	97	152	91	86	51	110	103	126
YLR290C	144	119	126	129	145	59	118	133	130
YLR291C	53	35	54	81	60	39	34	46	44
YLR292C	104	89	121	223	179	104	73	81	109
YLR293C	751	572	593	342	361	229	246	211	277
YLR295C	1112	712	780	1447	1571	373	237	303	404
YLR296W	6	15	16	10	10	7	5	8	8
YLR297W	485	353	320	404	503	178	215	262	272
YLR298C	255	182	241	131	200	68	90	123	129
YLR299W	135	116	152	399	206	287	368	428	448
YLR300W	538	331	413	626	342	413	1174	1220	1111
YLR301W	111	84	81	387	333	162	150	136	188
YNCL0037W	0	1	2	1	3	3	0	0	3
YLR302C	37	39	40	76	35	58	24	16	9
YLR303W	2699	2071	2340	1749	1320	1236	302	317	233
YNCL0038W	2	3	11	8	2	2	6	4	3
YLR304C	1991	1410	1647	4575	2420	3096	1602	1663	1536
YLR305C	211	182	297	343	218	272	379	387	346
YLR306W	62	40	67	32	36	19	35	41	34
YLR307W	1	9	20	6	10	4	1	6	3
YLR307C-A	62	34	48	11	16	5	1	2	1
YLR308W	11	5	14	0	0	0	1	5	1
YLR309C	630	374	442	373	843	55	182	238	323
YLR310C	461	298	320	552	413	239	622	824	768
YLR312C	233	161	169	241	194	121	362	443	436
YLR312W-A	165	91	93	183	183	54	50	63	69
YLR313C	29	21	30	55	34	25	17	20	17
YLR314C	310	171	237	200	221	60	80	78	77
YLR315W	4	6	2	13	9	8	10	13	12
YLR316C	38	35	62	79	72	34	52	66	63
YLR318W	25	20	22	30	42	14	26	44	50
YLR319C	48	66	111	78	84	32	62	64	74
YLR320W	146	138	188	152	158	72	234	269	263
YLR321C	51	47	55	75	92	23	40	41	37
YLR323C	38	19	30	58	59	25	38	45	50
YLR324W	174	137	169	58	124	25	50	74	88
YLR325C	768	450	458	938	849	219	212	291	306
YLR326W	68	48	75	94	80	51	49	68	67
YLR327C	4057	3053	3641	756	1714	162	44	62	56
YNCL0039W	5	3	4	0	7	5	2	8	8
YLR328W	99	72	87	55	52	33	33	37	25
YLR329W	7	10	5	16	17	7	14	14	17
YLR330W	508	299	427	316	305	120	213	227	221
YLR331C	23	26	13	43	28	16	10	26	23
YLR332W	121	118	100	138	102	74	63	82	65
YNCL0040W	16	20	15	20	17	18	34	25	26
YNCL0041C	14	10	10	12	5	7	7	9	8
YNCL0042C	20	18	22	31	27	34	10	10	6
YNCL0043C	11	10	13	9	4	11	5	14	16
YLR333C	260	188	168	392	306	185	200	238	257
YNCL0044W	11	11	4	7	2	4	3	10	1
YLR335W	287	218	183	226	242	82	192	230	204
YLR336C	104	67	78	222	200	97	139	159	133
YLR337C	95	78	82	26	57	33	31	40	52
YLR340W	503	288	324	377	406	246	263	270	282
YLR341W	17	22	14	37	28	20	43	45	43
YLR342W	2012	1256	1489	2500	1263	2172	2620	2812	2907
YLR342W-A	112	72	87	21	41	15	36	46	28
YLR343W	88	73	74	40	35	27	39	62	67
YNCL0045W	0	4	3	1	2	0	0	0	1
YLR344W	386	232	227	543	434	212	198	238	228
YLR345W	277	185	240	230	238	107	227	252	255
YLR346C	124	60	81	124	119	53	12	15	19
YLR347C	192	117	127	470	264	402	368	431	350
YLR348C	212	96	111	168	178	78	102	98	98
YLR350W	388	268	327	486	586	342	220	262	232
YLR351C	80	44	52	211	159	134	149	230	183
YLR352W	66	55	60	142	88	73	166	161	168
YLR353W	90	54	64	50	59	49	73	68	58
YLR354C	259	142	151	413	326	268	371	348	307
YLR355C	701	439	362	1301	791	674	447	477	499
YLR356W	273	218	211	89	93	56	138	132	115
YLR357W	167	96	86	202	188	98	123	137	142
YLR358C	97	57	50	67	91	29	49	39	61
YLR359W	172	117	111	679	311	297	261	296	314
YLR360W	87	60	72	101	104	44	84	94	101
YLR361C	30	21	34	80	43	39	89	102	106
YLR361C-A	48	33	44	59	62	23	16	49	39
YLR362W	58	42	48	120	89	54	77	136	102
YLR363C	15	9	15	58	25	22	25	35	39
YLR363W-A	53	42	43	69	58	13	21	21	19
YLR364W	87	51	50	58	45	28	4	6	9
YLR365W	4	3	0	6	16	4	1	9	8
YLR367W	254	153	193	472	474	252	200	258	237
YNCL0046W	197	153	229	392	396	400	96	78	78
YLR368W	48	33	41	99	69	53	84	107	81
YLR369W	62	31	47	89	70	32	69	77	97
YLR370C	188	122	129	191	219	85	118	144	152
YLR371W	174	105	121	298	201	109	308	415	399
YLR372W	77	46	54	222	139	115	45	46	45
YLR373C	87	73	62	152	133	68	139	167	148
YLR375W	424	331	463	378	423	268	392	393	336
YLR376C	17	20	10	11	18	4	18	16	18
YLR377C	463	292	376	1453	1005	1026	58	54	52
YNCL0047W	8	7	9	8	3	5	5	11	10
YLR378C	259	167	212	337	223	183	93	83	78
YLR379W-A	2	4	6	0	0	1	7	8	2
YLR380W	96	60	66	79	66	48	33	36	47
YLR381W	26	29	19	46	22	20	36	25	33
YLR382C	122	82	92	168	152	67	123	157	160
YLR383W	138	94	103	174	231	51	97	122	108
YLR384C	174	120	164	409	283	232	383	435	398
YLR385C	4	3	1	7	1	10	7	6	2
YLR386W	73	54	74	120	67	75	126	160	140
YLR387C	322	213	253	288	258	139	150	183	188
YLR388W	384	253	216	292	311	96	92	108	147
YNCL0048W	481	399	451	947	912	1549	843	780	1242
YLR389C	347	225	250	427	286	251	336	415	367
YLR390W	318	191	274	97	150	48	25	29	55
YLR390W-A	491	285	343	585	412	352	562	568	581
YLR392C	80	40	58	117	122	54	79	104	80
YLR393W	21	12	24	42	25	23	22	17	24
YLR394W	162	84	100	98	117	31	70	89	85
